ner,sample,component,label
Part B,"National Automotive Parts Association, LLC",-1,0
QLC,CARFAX,-1,0
Marine Well Containment Company ( MWCC ),Viking Gas Transmission Company,-1,0
Coca-Cola European Partners,Buck Consultants ( an HIG Capital Company ),-1,0
for Pollution Prevention,EU General Data Protection Regulation,-1,0
Los Angeles Refinery,Loews Ventana Canyon,-1,0
Government-wide,Cybersecurity and Infrastructure Security Agency ' s Emergency Communications Division,-1,0
I Am,AVEENO Baby ( r ),-1,0
Arconic ' s Transportation and Construction Solutions,"MV Transportation, Inc.",-1,0
Internet-connected,Information Technology Customer Applications,-1,0
Commodity Trading Advisors,Depository Trust & Clearing Corporation,-1,0
USDA ' s Center for Veterinary Biologics,EPA ' s Affordable Clean Energy Rule,-1,0
PhenoSense ( r ),Dentrix ( r ) Dental Vision TM,-1,0
Glatiramer Acetate,Translate Bio,-1,0
XML,IBM Services Platform,-1,0
MTM,DFM,-1,0
Osaka Exchange,HP Enterprise Services,-1,0
TCL,FCA,-1,0
Supply,Global Consumer Products and Foodservice,-1,0
Surety Bond,Skelly-Belvieu,-1,0
Connecticut,United States-Mexico-Canada Agreement ( USMCA ),-1,0
Corp,Columbus,-1,0
Fedrigoni Group,"The Warnaco Group, Inc.",-1,0
GE,AES Gener,-1,0
Protectants & Cleaners,Life Consultants-is,-1,0
"( which encompasses switching, routing, and wireless technologies within Infrastructure Platforms )","( comprised of Corken, Liquid Controls, SAMPI and Toptech )",-1,0
NBA. com,NBC Universal / Comcast Corporation,-1,0
Assessment,Patient Protection and Affordable Care Act ( as amended by the Health Care and Education Affordability Reconciliation Act ),-1,0
Fusion Pharmaceuticals Inc.,"AMPRO Products, Inc.",-1,0
BeiGene,Athene,-1,0
Moderna Therapeutics,Pharma Services,-1,0
Deutsche Post DHL,"( PPL, LKE and LG & E )",-1,0
Dplay DTC,DG Fresh,-1,0
of Services,Insurance and Reinsurance,-1,0
LOTUS Edge,ROSA ( r ) Robot,-1,0
Sun Life Financial,"SunCoke Energy, Inc.",-1,0
Pharos,Pacificor,-1,0
CME One,CAMELS,-1,0
Regeneron Genetics Center,Patented Medicine Prices Review Board ( PMPRB ),-1,0
Trademarks,Diabetes Control and Complications Trial,-1,0
Fox Channel,MGM China,-1,0
PNC Code of Business Conduct and Ethics,Trade Sanctions Reform and Export Enhancement Act,-1,0
PTX10003,INCMGA0012,-1,0
GE ' s U. S.,U. S. Healthcare Reform,-1,0
Rulebook Limited,"Tradeteam Ltd. ( "" Tradeteam "", a subsidiary of DHL )",-1,0
Actuators,Eaton Cummins Automated Transmission Technologies,-1,0
Schlumberger Production Management,Kohler Power Systems,-1,0
Tanezumab,Keytruda,-1,0
Cessna SkyCourier,CashForCars. ca,-1,0
Worst Cooks in America,"( e. g., NCQA, the American Diabetes Association and the American Academy of Pediatrics )",-1,0
"Noble Energy, Inc.","Hologic, Inc.",-1,0
Avastin ( r ),Everbilt ( r ),-1,0
Channel 5 ( r ),Delta ( r ),-1,0
GRUMMAN,CLUB MONACO,-1,0
Express Alliance ( r ),Chef Pierre ( r ),-1,0
Walden International,Deluxe Corporation,-1,0
National Board,Global Services Division,-1,0
Borsodi,Braftovi + Mektovi,-1,0
Master Lock,Toptech,-1,0
Securities Exchange Act of 1934 ( the ' Exchange Act ' ),1984 ( commonly known as the Hatch-Waxman Act ),-1,0
Viatris,Agrilectric,-1,0
FIS,"FSM, Inc.",-1,0
Copart Access,L3Harris Technologies,-1,0
West Corporation,Spherion Corporation,-1,0
Exchange Act,HSR Act,-1,0
hepatitis B,Array BioPharma Inc.,-1,0
"Ferno-Washington, Inc","Coach, Inc.",-1,0
Dania Pointe,Duane Reade,-1,0
Goodwill Industries of Houston,"Evergy Transmission Company, LLC ( Evergy Transmission Company )",-1,0
Lent,Activities ( other than certain clinical trials that may be funded separately by Sanofi ),-1,0
Regulator,Securities Regulators,-1,0
( Macau S. A. R. ),"Aviall, Inc. ( a subsidiary of The Boeing Company )",-1,0
PSEG New Haven,MSCI ESG Research LLC,-1,0
bestbuy.,eBay for Charity,-1,0
Impella ECP,InfraREIT,-1,0
International Business Machines Corporation ( IBM ),United Microelectronics Corporation,-1,0
Combined Management,Annalect,-1,0
Remy,Zetec-provides,-1,0
P-8,PJM Interconnection LLC ( PJM ),-1,0
( PET ),( CVA ),-1,0
ITT ( now ITT LLC ),"( Hon Hai Precision Industry Co., Ltd. / Foxconn, its affiliates and other suppliers to Apple )",-1,0
Brazil ' s General Data Protection Law,Private Securities Litigation Reform Act of,-1,0
Kokkola-Finland,Covance ( Asia ),-1,0
Security Services,Global Services Division,-1,0
Central Penn Line,Penn Treaty Network America Insurance Company,-1,0
NEN,GNMA,-1,0
Origin Asset Management LLP,( such as SVB Asset Management ),-1,0
( for POM ),LCN ( r ),-1,0
Pentland Group PLC,Pepco DPL and ACE,-1,0
SCANA Combination,Deposition Business Unit,-1,0
Aircraft Mechanics Fraternal Association ( AMFA ),National Association of Real Estate,-1,0
COVID-19,NOV ' s Wellbore Technologies,-1,0
Global Warming Response Act,Paris Climate Accords,-1,0
Regulations-Our Canadian,National Market System Plans,-1,0
Overland Pass Pipeline,Pipeline and Storage Investments,-1,0
Twentieth Century Fox Television ( TCFTV ),DaVita Integrated Kidney Care ( DaVita IKC ),-1,0
Simple Steps ( r ),Spensall ( r ),-1,0
Medicare-enrolled,Medicare Advantage Dual Special Needs Plan ( DSNP ),-1,0
Shareholder Rights Directive II,Personal Data Protection Bill,-1,0
"TTI, Inc.",TTI,-1,0
FedEx SameDay City,Fuenix Ecogy Group,-1,0
Netgear,"ServiceNow, Inc.",-1,0
Esterline,Bluefin,-1,0
Sinopec,"ConMed Linvatec, Inc. ( a subsidiary of CONMED Corporation )",-1,0
BRSV,FSGS,-1,0
ONEOK,RONA,-1,0
Catalent Cares,"Galen Health Care, Inc",-1,0
"Budget Implementation Act, 2018",Bank Secrecy Act of 1970 ( BSA ),-1,0
Principal Life Insurance Company,Gulf Underwriters Insurance Company,-1,0
Eosinophilic Esophagitis,Scholly Fiberoptic GmbH,-1,0
Ocean BlackHawk,Hurst Jaws of Life,-1,0
Ionis,Sensipar ( r ),-1,0
"Huntington Ingalls Industries, Inc.","Entergy Nuclear Operations, Inc.",-1,0
MTV,"Texstars, LLC",-1,0
Independent Software,Open Road Auto,-1,0
Relief,RiverSource Insurance Products,-1,0
Mettler-Toledo International Inc,Conditional Access System,-1,0
Lean Manufacturing,International Paper Company,-1,0
"Entergy Utility Group, Inc.","Warn Industries, Inc.",-1,0
"Advanced Micro Devices, Inc.","Vascular Solutions, Inc.",-1,0
Non-Bermuda,World Class Insurance,-1,0
JENNIFER,WARNERMEDIA,-1,0
Portico,Emco Wheaton,-1,0
Monster ( r ) Khaos ( r ),Kingsford ( r ) Match Light ( r ),-1,0
Landing Craft Air Cushion,LCD Specialty Testing Group,-1,0
Varian 360 Oncology,Olefins and Polyolefins-Americas,-1,0
Aflac New York,Feltex ( r ),-1,0
"The Navigators Group, Inc.","DST Systems, Inc.",-1,0
ISO / IEC 17034,NAIC ' s Accounting Practices and Procedures Manual,-1,0
Verification Services,Cisco Smart Services,-1,0
Canadian Mines,China Telecommunications Corporation,-1,0
Victoria ' s Secret Holdco,Frank ' s RedHot ( r ),-1,0
PITTSBURGH,IOTG,-1,0
Eastern Group,Americas Group,-1,0
CUSV,UA HOVR,-1,0
Graph,Diagnostics and Genomics,-1,0
Cyxtera,Citrix Virtual Apps and Desktops,-1,0
Lanxess AG,McKesson Connect SM,-1,0
Gleadell Agriculture Ltd.,"The TriZetto Group, Inc.",-1,0
Qatargas 4 ( QG4 ),FltPlan ( r ) Go,-1,0
Orbotech OASIS,VelociSuite,-1,0
Omnicom,Syneos Health,-1,0
Analysis,Casino Regulatory Authority,-1,0
Program ( AOSSP ),( SPA ),-1,0
Fair Isaac Corporation,Vectren Corporation,-1,0
Council of the European Union,European Union ( MAVIRET ),-1,0
Insitu ' s Scan Eagle,Continuum ( r ) Acetabular System,-1,0
TSX,VIX Index,-1,0
Australian Survivor,American Media Productions,-1,0
Nielsen Ad Intel,Selected Financial Data,-1,0
( NASH ),NASH,-1,0
( the Company has neither an equity nor a residual interest in Long Point Re III ),( including claims of its depositors that have subrogated to the FDIC ),-1,0
Schwartz,Laetus,-1,0
Berkley FinSecure,AgVenture,-1,0
NEPA,CPA,-1,0
National Response Corporation ( NRC ),Spherion Corporation,-1,0
2017 Order,CA Merger,-1,0
Life Storage,High Ridge Brands,-1,0
LCFS,EFS,-1,0
Pencivir,PerkinElmer Signals TM,-1,0
CAT,GTE Corporation,-1,0
WBBM-TV,SEMVision,-1,0
SCANA,SCE ' s FERC,-1,0
Golden Island ( r ),Corning ( r ),-1,0
Ste.,E. S,-1,0
Caribbean ECA,Western Climate Initiative,-1,0
FactSet,FTSE4Good,-1,0
Target Credit Card,Discover Card ( r ),-1,0
Boston Scientific ' s Symphion,"EnPro Industries ( Compressor Products International, Garlock )",-1,0
GEICO Marine Insurance Company,American Family Life Assurance Company of New York ( Aflac New York ),-1,0
( ATC ),( UFS ),-1,0
Consumer,Consumer Foods Division,-1,0
10-K.,165 ( d ) Plan,-1,0
Massachusetts Department of Environmental Protection,"U. S. Comprehensive, Environmental Response, Compensation and Liability Act of 1980",-1,0
MPC.,WMT.,-1,0
Telstra Corporation Limited,Dover Corporation,-1,0
Farmland,Timberland ( r ),-1,0
Disney Music Group ( DMG ),Silversea Cruise Holding Ltd.,-1,0
FERC-approved,CPUC-regulated,-1,0
PGA TOUR,HEALTHCARE,-1,0
ALXN1840,AWX Performance Plus,-1,0
Federal Reserve ' s Regulation K,Federal Housing Finance Agency,-1,0
Thermosphere Technology,Precision Photonics,-1,0
Dth,DCP Midstream,-1,0
Safeaero,Steridose,-1,0
Nucor Steel Brandenburg,Our Franchise Distribution,-1,0
Chain,Business Development,-1,0
Wealth & Asset Management,Health Care and Education Reconciliation Act of 2010,-1,0
Prevnar 13,Frutarom Integration Initiative,-1,0
Presidential Administration,Investment Advisors Act of 1940,-1,0
HPV Vaccine,Ball Valves,-1,0
Cactus Wellhead,Intact Medical Corporation,-1,0
Enterprise Operations,Rod & Refining Operations,-1,0
Energy and Environment,Energy & Transportation,-1,0
Software Development Platform,Developers and Data Partners,-1,0
Cove Point,Nelson Unit 6,-1,0
Dynex,Evera MRI SureScan,-1,0
Global Wealth & Investment Management,GM Asset Management,-1,0
"Stuttgart Solar, LLC",Steel Technologies LLC,-1,0
Powerade,World Fuel Services,-1,0
Berkley Re Solutions,Clear Aligner Products,-1,0
Branson,Grumman Corporation ( Grumman ),-1,0
Part I SIP,Anti-SIRPa,-1,0
Purolite,Belimed,-1,0
"Bard, Inc.","Garmin International, Inc.",-1,0
Harmony ( r ),Leoline ( r ),-1,0
Cruise Industry News,Oriental Carbon & Chemicals Limited,-1,0
Intimates,IHS Markit Ltd.,-1,0
First Amended,Generic Drug User Fee Amendments of,-1,0
SpectraShape,ICT Luxshare,-1,0
Bank Secrecy Act of 1970,PNC Code of Business Conduct and Ethics,-1,0
AUM,VUMERITY,-1,0
APPROVAL PROCESS,RADIOMETER,-1,0
Labor,Nucor Steel Brandenburg,-1,0
( including California ),( except for the Mississippi PSC ),-1,0
U. S. Congress,U. S. Insurance Operations,-1,0
Hartford Stag,"Pattern Energy Group, Inc",-1,0
Canadian Mist Canadian Whisky,Revised Wine and Spirits Transactions,-1,0
NextG,GSG UK,-1,0
Adjustment Mechanism ( CAM ),Gas System Enhancement Program ( GSEP ),-1,0
U. S. Army 2-Channel Leader Radio,U. S. Navy ' s Supervisor,-1,0
MPWMD,PUCT,-1,0
International Paper Co.,Benjamin Moore & Co.,-1,0
BioProduction,BioShock,-1,0
"Michigan Department of Environment, Great Lakes, and Energy ( previously Michigan Department of Environmental Quality )",Patient Protection and Affordable Care Act ( as amended by the Health Care and Education Affordability Reconciliation Act ),-1,0
Sabal Trail,Callaway Energy Center,-1,0
KTXA-TV,ATXI,-1,0
Disney Channel,The Movie Channel ( r ),-1,0
Ralph Lauren,Calvin Klein International,-1,0
"Minted, LLC","Corteva, Inc.",-1,0
Proposition 65,European Market Infrastructure Regulation ( EMIR 2. 2 ),-1,0
Grasberg Minerals District,"Bridgewater Associates, LP",-1,0
Macau ' s Gaming Inspection and Coordination Bureau,National Distribution and Contracting,-1,0
Salt Fork Wind,KM Treating,-1,0
Pivotal,ProBeam ( r ) Compact,-1,0
U. K.-domiciled,U. S. Federal Estate Tax,-1,0
2020 Forbes Travel Guide,Global Reporting Index,-1,0
Protocol Solutions Group,Starwood Capital Group,-1,0
OptBlue ( r ),Linux ( r ),-1,0
Strata,Chromalloy,-1,0
Epic,Miller Ace,-1,0
Elma Chips,EnduraLife Battery Technology,-1,0
BBraun,BeneFIX,-1,0
Cybersecurity Regulation ( the NYDFS Cybersecurity Regulation ),EU ' s Market Abuse Regulation,-1,0
IBM,BlackArch Partners LLC,-1,0
Corruption Perceptions Index,Canadian Investors Protection Fund,-1,0
Now Mobile,Global Workplace Solutions,-1,0
BET Awards,Tasty Baking Company,-1,0
Aleris,Zoetis,-1,0
Genoglyphix ( r ),PhenoSense ( r ),-1,0
Board of,Corporate and Institutional Group,-1,0
Edge DNS ( formerly known as Fast DNS ),Kona Site Defender-Kona Site Defender,-1,0
Khronos Group Inc,Mirant Corporation,-1,0
Stubb,Smucker ' s Uncrustables,-1,0
UK Office of Communications,Food Safety Modernization Act,-1,0
Rattler Midstream Partners LP,Stagecoach Gas Services LLC ( Stagecoach ),-1,0
Hirose,"Brocade Communications Systems, Inc.",-1,0
U. S.-headquartered,U. S. Senate Finance Committee,-1,0
"Paychex, Inc.","Metrika, Inc.",-1,0
CLC,HCL,-1,0
Department,Japanese MHLW,-1,0
Parati,MonaLisa Touch,-1,0
Silver Whisper,Blower Products,-1,0
Mountain View IV,"Sunglass Hut International, Inc.",-1,0
SBA 7,Basel III NSFR,-1,0
Seal Support Systems,HSE Management System Standard,-1,0
Clean Water and Sanitation,Power and Renewable Energy,-1,0
Work Furniture,Vale Fertilizantes,-1,0
MonotaRO,Vyndaqel / Vyndamax,-1,0
Sky International AG,Global Innovation Group,-1,0
Consumer Protection Laws,International Consumer Protection and Enforcement Network,-1,0
ICBC,CCA Global Partners,-1,0
TeleCheck ( r ),Repatha ( r ),-1,0
Superintendence of Finance of Colombia,EU Financial Conglomerates Directive,-1,0
Sensus-branded,Tensilica ( r ),-1,0
"Splunk, Inc.",Alphabet Inc.,-1,0
San Ramon Marriott,Lennar Other,-1,0
Arrow,ATEC,-1,0
NYC Joint Venture,Constituency Management Group ( CMG ),-1,0
PETRONAS,SOLAS,-1,0
Nucor Steel Louisiana,Novellus Systems Japan,-1,0
Olive Garden,Ocean Onyx,-1,0
American Bankers Life Assurance Company of Florida,Massachusetts Mutual Life Insurance Company,-1,0
LNG Limited,LKQ Pick Your Part,-1,0
Darden Restaurant Support Center,Data Center Group,-1,0
Internet-facing,Mercer Marketplace 365 SM,-1,0
"Western Gas Holdings, LLC","Waste Management, Inc.",-1,0
JW Marriott ( r ),Maestro ( r ),-1,0
Roper,KerrMapper,-1,0
CF Ammonia Supply Agreement,SL Green Management LLC,-1,0
MSFC,SFPP,-1,0
FINMA,LANDAUER,-1,0
TermoAndes,Protea Hotels,-1,0
Engineering and Operations,Engineered Structures,-1,0
LCN,NUK ( r ),-1,0
Made for Change,No Shave November,-1,0
Mitsubishi Group,Forestar Group Inc. ( Forestar ),-1,0
Kellogg ' s Raisin Bran,Raisin Nut Bran,-1,0
"Turner & Son, Inc.","A. Schulman, Inc.",-1,0
The Institute,The Madison Square Garden Company,-1,0
Oasis of the Seas,National Restaurant Association Educational Foundation ' s ProStart,-1,0
Wisconsin D-SNP,"( i. e., NSP-Minnesota, NSP-Wisconsin, PSCo and SPS )",-1,0
CWA Section 316,American Gas Association Scenario Planning Council,-1,0
Light as a Feather,LinkedIn Recruiter and Learning,-1,0
FTC Act,Financial Stability Oversight Council ( Council ),-1,0
MATCO,BACKLOG,-1,0
Thermo Scientific,Apex Medical Corporation,-1,0
Disability Insurance and Services,HPE Financial Services,-1,0
GOST-R,GRAVOL ( r ),-1,0
( REGN1500 ),UDENYCA TM,-1,0
Eurex,Vigeo Eiris,-1,0
COLORS Cineplex,Corillian ( r ) Business Online,-1,0
Minerva,Inventor,-1,0
Insurance Distribution Directive,Risk and Insurance Services,-1,0
DMA,DKV,-1,0
Naagin,Cancidas,-1,0
Fire TV,WinTest TM,-1,0
Pan Tumor,Fandango,-1,0
IDEXX VetLab Station,iTero Scanner and Services,-1,0
Critical Illness Insurance Aflac U. S.,"Midwest Independent System Operator, Inc.",-1,0
LKQ Corporation,IQVIA Holdings Inc.,-1,0
Advanced Ovarian Cancer ( PAOLA ),Medicare Access and CHIP Reauthorization Act,-1,0
"Computational Engineering International, Inc",Communications Solutions Group,-1,0
Physician,Pharmaceuticals Products Group,-1,0
International Convention for the Control and Management of Ships,State Administration for Industry and Commerce in China,-1,0
Cleveland HeartLab ( r ),Eliane ( r ),-1,0
Creative Data,Datacom,-1,0
Corridor Block,Carbon Delta AG,-1,0
Turtle Wax,Prime Therapeutics ( owned by a collection of Blue Cross / Blue Shield Plans ),-1,0
Rapid Resp-a,Episys ( r ),-1,0
557,828,-1,0
CET1,LTPC,-1,0
Corporate Bond exchange,Community Banking,-1,0
NCI Corporation,Taminco Corporation,-1,0
System ( PPS ),( MD & A ),-1,0
California Transparency in Supply Chains Act,"Health Care and Education Reconciliation Act ( together, the Affordable Care Act )",-1,0
PEN15,EFS ( WEX ),-1,0
Photoshop Camera,PowerPlan,-1,0
American Red Cross,BlueCross BlueShield Association,-1,0
FastChain,Mapa / Spontex and Quickie,-1,0
TLDs,TECH-NET Professional Auto Service ( r ),-1,0
M & T Realty Capital,GE Healthcare Systems,-1,0
"American Electric Power Company, Inc. ( AEP )","Claret Medical, Inc. ( Claret )",-1,0
Animal Planet,UnitedHealthcare Global,-1,0
Raw and Betty LLC,Teledyne Controls LLC,-1,0
Morris Trust,Milton Roy LLC,-1,0
Excede ( r ),Dayco ( r ),-1,0
St. David ' s HealthCare,AcariaHealth,-1,0
Qualcomm ( r ) Hexagon,Avio ( r ),-1,0
( OPR ),( BHC ),-1,0
GEMoaB,FEMFRESH ( r ),-1,0
Amazon Books,Cboe Global Markets,-1,0
California ZEV,OrCAD ( r ),-1,0
Investment Week UK,Enterprise Group,-1,0
U. S. Trust,U. S. Armed Forces,-1,0
South Carolina Department of Insurance ( SCDOI ),Department of Veterans Affairs ( VA ) Federal Supply Schedule ( FSS ),-1,0
STEM,HPE Pointnext Services,-1,0
non-FortiGate,IntellaTip,-1,0
NYSE Technologies,ebookers,-1,0
MTSA,USA PATRIOT Act,-1,0
EuroCCP N. V.,Brown & Brown Inc.,-1,0
Reuters News,Chubb Reinsurance ( Switzerland ) Limited,-1,0
Agilent,Aflac Japan,-1,0
Global System Integrators,Data and Insights,-1,0
TUCO-Yoakum-Hobbs,Tashtego S. Elwyn,-1,0
Nasdaq Canada,EPA ' s Mandatory Greenhouse Gas,-1,0
Tax Appeals Commission,FDIC Orderly Liquidation Authority,-1,0
Electronic,Contracted Generation,-1,0
European Securities and Markets Authority,European Market Infrastructure Regulation ( EMIR ),-1,0
Visa Advanced Authorization,XTRA Corporation,-1,0
MGM Northfield Park,Fortitude Re,-1,0
Live Well Network,Flint Hills Resources,-1,0
Network Partners,Towers Watson ' s Talent and Rewards,-1,0
Marsh & McLennan,"Miller and Lents, Ltd. ( Miller and Lents )",-1,0
Azamara Quest,Anixter International Inc,-1,0
White Tea,ONEOK Leasing Company,-1,0
U. S. FDA-regulated,U. S. EPA ' s Mandatory,-1,0
( SC ),( IUI ),-1,0
BODYARMOR,BANJO,-1,0
2003,Federal Drug Quality and Security Act of,-1,0
Universal Health Realty Income Trust,"HealthSun Health Plans, Inc.",-1,0
Cisco Systems,Taiwan Semiconductor Manufacturing Company,-1,0
FDA Reauthorization Act of,Clean Air Act ( CAA ),-1,0
Article,( including the EU General Data Protection Regulation ),-1,0
Frontline,Omniview ( r ),-1,0
Universidade Federal de Minas Gerais,Activities ( other than certain clinical trials that may be funded separately by Sanofi ),-1,0
International Business Exchange,Embedded Business Unit,-1,0
"Gray Oak Holdings, LLC","Arbor Capital, LLC",-1,0
Eastern Store Operations and Sales,Healthcare Sales and Service,-1,0
Superfund,Crude Oil Supply and Logistics,-1,0
Europe ( the Opel / Vauxhall Business ),CEC Model ( which includes the development of ESCOs ),-1,0
Monster Energy Ultra Black ( r ),Cryovac Mirabella ( r ),-1,0
"Array Networks, Inc.","Tyson Foods, Inc.",-1,0
"AEP Transmission Holding Company, LLC",Leerink Holdings LLC ( now SVB Leerink Holdings LLC ),-1,0
Hexagon AB,Assa Abloy AB,-1,0
SCCHN,CLESA,-1,0
Vinci Si,Vision Systems,-1,0
National Distribution and Contracting,Mutual Fund Clearing Services,-1,0
FOX Business,FOX. com,-1,0
Bell,Bowring Marsh,-1,0
Insurance Commissioners,Investors and Asset Managers,-1,0
HSBC North America,"Ainsworth Pet Nutrition, LLC",-1,0
Values,"Janssen Pharmaceuticals, Inc",-1,0
Xplore,VelociMouse ( r ),-1,0
Digital Broadcast Operations Centers,Refinery Operations,-1,0
U. K. Anti-Bribery Act,U. S. Insurance Regulation,-1,0
Multiple Peril Crop Insurance ( MPCI ),Agrinational Insurance Company ( Agrinational ),-1,0
